data from new session is written from here:
Sun May  2 20:43:29 2021,30,163,253
Sun May  2 20:43:29 2021,85,258,133
Sun May  2 20:43:29 2021,85,258,133
Sun May  2 20:43:29 2021,0,291,50
Sun May  2 20:43:29 2021,-56,189,173
Sun May  2 20:43:29 2021,-15,100,288
Sun May  2 20:43:29 2021,-15,100,288
Sun May  2 20:43:29 2021,86,270,135
Sun May  2 20:43:29 2021,-33,348,54
Sun May  2 20:43:29 2021,-42,296,104
Sun May  2 20:43:29 2021,-42,296,104
Sun May  2 20:43:29 2021,-70,74,237
Sun May  2 20:43:29 2021,108,265,224
Sun May  2 20:43:29 2021,153,271,93
Sun May  2 20:43:29 2021,153,271,93
Sun May  2 20:43:29 2021,-90,273,47
Sun May  2 20:43:29 2021,-35,189,218
Sun May  2 20:43:29 2021,91,159,257
Sun May  2 20:43:29 2021,91,159,257
Sun May  2 20:43:29 2021,163,298,140
Sun May  2 20:43:29 2021,-16,300,24
Sun May  2 20:43:29 2021,-58,214,181
Sun May  2 20:43:29 2021,-58,214,181
Sun May  2 20:43:29 2021,-3,103,299
Sun May  2 20:43:29 2021,123,260,158
Sun May  2 20:43:29 2021,1,283,29
Sun May  2 20:43:29 2021,1,283,29
Sun May  2 20:43:29 2021,-138,277,122
Sun May  2 20:43:29 2021,-22,158,269
Sun May  2 20:43:29 2021,110,225,196
Sun May  2 20:43:29 2021,148,281,76
Sun May  2 20:43:29 2021,-95,255,56
Sun May  2 20:43:29 2021,-95,255,56
Sun May  2 20:43:29 2021,-87,265,245
Sun May  2 20:43:29 2021,121,96,202
Sun May  2 20:43:29 2021,171,235,145
Sun May  2 20:43:29 2021,171,235,145
Sun May  2 20:43:29 2021,-29,356,72
Sun May  2 20:43:29 2021,-108,263,197
Sun May  2 20:43:29 2021,99,114,277
Sun May  2 20:43:29 2021,99,114,277
Sun May  2 20:43:29 2021,170,152,128
Sun May  2 20:43:29 2021,-1,280,58
Sun May  2 20:43:29 2021,-167,371,129
Sun May  2 20:43:29 2021,-167,371,129
Sun May  2 20:43:29 2021,-3,157,282
Sun May  2 20:43:29 2021,180,-10,158
Sun May  2 20:43:29 2021,131,194,71
Sun May  2 20:43:29 2021,-83,317,60
Sun May  2 20:43:29 2021,-83,317,60
Sun May  2 20:43:29 2021,-30,234,244
Sun May  2 20:43:29 2021,152,88,249
Sun May  2 20:43:29 2021,152,88,249
Sun May  2 20:43:29 2021,122,120,100
Sun May  2 20:43:29 2021,34,229,32
Sun May  2 20:43:29 2021,-109,305,212
Sun May  2 20:43:29 2021,61,223,268
Sun May  2 20:43:29 2021,61,223,268
Sun May  2 20:43:29 2021,182,184,125
Sun May  2 20:43:29 2021,64,295,59
Sun May  2 20:43:29 2021,-81,365,157
